Part,Division,Subdivision,Clause,Clause Title,Start Page,End Page,Full Reference,Type,Text
Part 4—Building permits,Division 8—Combined allotments,,64,Determination to treat a combined allotment as one allotment,69,70,Part 4—Building permits > Division 8—Combined allotments > 64,Clause,"Authorised by the Chief Parliamentary Counsel 
Part 4—Building permits 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
53 
  
 
64 Determination to treat a combined allotment as one 
allotment 
 
(1) On receiving an application under 
regulation 60(1), the municipal building 
surveyor may determine or refuse to determine 
that a combined allotment can be treated as one 
allotment for the purposes of the Act and these 
Regulations. 
 
(2) In deciding whether to make a determination 
under subregulation (1), the municipal building 
surveyor must be satisfied— 
 
(a) of the structural adequacy of any building on 
the combined allotment; and 
 
 
(b) that reasonable provision is made for— 
 
(i) the amenity of any building on the 
combined allotment; and 
 
(ii) the safety and health of people using 
any building on the combined 
allotment; and 
 
(iii) avoiding the spread of fire to or from 
any adjoining building on the combined 
allotment. 
 
(3) A determination under subregulation (1) must be 
in the form of Form 5. 
 
(4) The municipal building surveyor, within 7 days 
after making a determination under subregulation 
(1), must give a copy of the determination to the 
applicant. 
 
(5) The municipal building surveyor, within 7 days 
after refusing to make a determination under 
subregulation (1), must notify the applicant of 
that decision. 
 
Reg. 64(2)(a) 
amended by 
S.R. No. 
180/2018 
reg. 5."
Part 4—Building permits,Division 8—Combined allotments,,65,Effect of determination,70,70,Part 4—Building permits > Division 8—Combined allotments > 65,Clause,
Part 4—Building permits,Division 8—Combined allotments,,66,Revocation of determination,70,70,Part 4—Building permits > Division 8—Combined allotments > 66,Clause,
Part 4—Building permits,Division 8—Combined allotments,,67,Private building surveyor may exercise functions of municipal building surveyor under this Division,70,71,Part 4—Building permits > Division 8—Combined allotments > 67,Clause,"Authorised by the Chief Parliamentary Counsel 
 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
54 
  
 
65 Effect of determination 
Land to which a determination under 
regulation 64(1) applies is taken to be one 
allotment for the purposes of the Act and 
these Regulations. 
 
66 Revocation of determination 
 
(1) The municipal building surveyor may revoke 
a determination under regulation 64(1) if 
there is a change of circumstances that would 
significantly affect any of the matters referred 
to in regulation 64(2). 
 
(2) The municipal building surveyor, within 
7 days after revoking a determination under 
subregulation (1), must give each owner of land 
in the combined allotment written notice of the 
revocation. 
 
67 Private building surveyor may exercise functions of 
municipal building surveyor under this Division 
A private building surveyor may exercise the 
functions of the municipal building surveyor 
in accordance with this Division in relation to 
building work for which the private building 
surveyor has been appointed under Part 6 of 
the Act to issue a building permit."
"Part 5—Siting, design and access requirements",,,,"Part 5—Siting, design and access requirements",71,71,"Part 5—Siting, design and access requirements",Part,
"Part 5—Siting, design and access requirements",Division 1—Introduction,,,Division 1—Introduction,71,71,"Part 5—Siting, design and access requirements > Division 1—Introduction",Division,
"Part 5—Siting, design and access requirements",Division 1—Introduction,,68,Application,71,71,"Part 5—Siting, design and access requirements > Division 1—Introduction > 68",Clause,
"Part 5—Siting, design and access requirements",Division 1—Introduction,,69,What is an existing building?,71,72,"Part 5—Siting, design and access requirements > Division 1—Introduction > 69",Clause,"Authorised by the Chief Parliamentary Counsel 
Part 5—Siting, design and access requirements 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
55 
  
Part 5—Siting, design and access 
requirements 
Division 1—Introduction 
 
68 Application 
 
(1) A regulation in this Part does not apply to the 
construction of a building if— 
 
(a) a planning permit is required for the 
construction of that building; and 
 
(b) the relevant planning scheme regulates the 
same matter as that regulation in relation to 
the siting of that building. 
 
(2) Section 188A of the Act applies to applications 
for building permits to which this Part applies. 
Note 
Section 11 of the Act addresses the circumstances of where there 
is an inconsistency between a planning scheme and a building 
regulation in relation to a siting matter. 
 
69 What is an existing building? 
 
(1) In this Part, a reference to an existing building 
(including an existing dwelling) on an adjoining 
allotment is a reference to a building— 
 
(a) that was in existence in its current completed 
form before 1 July 1994; or 
 
(b) for which there is an occupancy permit, a 
copy of which has been given to the relevant 
council; or 
 
(c) for which there is a certificate of final 
inspection, a copy of which has been given 
to the relevant council (but only if that part 
of the building can be occupied without the 
need for any further certificate of final 
inspection); or 
Pt 5 (Heading) 
substituted by 
S.R. No. 
132/2023 
reg. 8. 
Reg. 69 
amended by 
S.R. No. 
132/2023 
reg. 9 (ILA 
s. 39B(2))."
"Part 5—Siting, design and access requirements",Division 1—Introduction,,70,What is a single dwelling?,72,72,"Part 5—Siting, design and access requirements > Division 1—Introduction > 70",Clause,
"Part 5—Siting, design and access requirements",Division 1—Introduction,,71,Approved building envelope design overrides siting requirement,72,73,"Part 5—Siting, design and access requirements > Division 1—Introduction > 71",Clause,"Authorised by the Chief Parliamentary Counsel 
Part 5—Siting, design and access requirements 
 
 
 
Building Regulations 2018 
S.R. No. 38/2018 
56 
  
 
(d) that has been completed (but only if the 
building can be occupied without the need 
for an occupancy permit or a certificate of 
final inspection). 
 
(2) In this regulation, a reference to an existing 
dwelling on an adjoining allotment includes a 
reference to a small second dwelling on the same 
adjoining allotment. 
 
70 What is a single dwelling? 
For the purposes of the definition of single 
dwelling in section 188A(4) of the Act, the 
specified classes of building are— 
 
(a) a Class 1 building; and 
 
(b) any Class 10 building associated with a 
Class 1 building. 
 
71 Approved building envelope design overrides siting 
requirement 
 
(1) A design in relation to a building on an allotment 
that does not comply with a regulation in this Part 
is taken to comply with that regulation if— 
 
(a) an approved building envelope applies to the 
allotment; and 
 
(b) the approved building envelope deals with 
the same siting matter as the regulation; and 
 
(c) the design of the building is consistent with 
the approved building envelope in relation to 
that siting matter. 
 
(2) If an adjoining allotment is not subject to the same 
agreement or is not shown on the same certified 
plan of subdivision, subregulation (1) does not 
apply to regulations 79, 80, 81, 82, 83, 84, 90, 91, 
94, 95 and 96 to the extent that they relate to that 
adjoining allotment. 
 
Reg. 69(2) 
inserted by 
S.R. No. 
132/2023 
reg. 9."
"Part 5—Siting, design and access requirements",Division 2—Single Class 1 buildings and associated Class 10a buildings,,,Division 2—Single Class 1 buildings and associated Class 10a buildings,73,73,"Part 5—Siting, design and access requirements > Division 2—Single Class 1 buildings and associated Class 10a buildings",Division,
"Part 5—Siting, design and access requirements",Division 2—Single Class 1 buildings and associated Class 10a buildings,,72,Application of this Division,73,73,"Part 5—Siting, design and access requirements > Division 2—Single Class 1 buildings and associated Class 10a buildings > 72",Clause,
"Part 5—Siting, design and access requirements",Division 2—Single Class 1 buildings and associated Class 10a buildings,,73,Maximum street setback,73,74,"Part 5—Siting, design and access requirements > Division 2—Single Class 1 buildings and associated Class 10a buildings > 73",Clause,"Authorised by the Chief Parliamentary Counsel 
